minimal_above_good_4|250000000,200000000,237000000,200000000,236000000,236750000,237000000,236000000,236800000,237000000,236000000,236800000,237000000,236000000
minimal_above_good_12|292500000,234000000,238000000,298750000,298000000,234000000,297500000,238000000,250000000,238000000,204000000,250000000,286800000,287000000,250000000,239000000,250000000
minimal_above_good_20|28750000,46000000,58750000,70500000,88125000,70500000,25000000,47000000,70200000,65000000,71500000,68250000,75000000,70000000,78000000,75000000,65000000,78000000,71500000,75000000
minimal_above_good_28|70200000,70000000,59750000,95600000,71700000,89625000,71700000,94620000,96520000,83650000,65725000,78500000,93847375,95472375,71700000,74687500,75285000,80000000,93600000,79517500,80500000,81000000,95525873,70000000
minimal_above_good_36|80000000,82500000,87450000,108000000,100000000,110000000,96000000,85000000,100000000,88000000,85000000,70000000,80000000,85000000,100000000,84700000,85000000,80000000,96000000,101600000,100000000,108000000,85000000,90000000,97350000,97000000,90000000,100000000,80000000,85000000,90000000,80000000,85000000,84925000,85000000,88000000,90000000,80000000,88000000,87500000,85000000,84000000,80000000,85000000,95000000,104500000,109000000,100000000,93000000,88000000,95000000,85000000,97500000,95062500,95000000
minimal_above_good_44|540000000,400000000,500000000,380000000,500000000,472000000,236000000,118000000,360000000,300000000,200000000,225000000,300000000,288000000,192000000,240000000,384000000,200000000,300000000,250000000,300000000,468000000,300000000,280000000,300000000,351000000,350000000,468000000,409500000,410000000,400000000,480000000,450000000,270000000,300000000
minimal_above_good_52|17850000,24000000,48000000,72000000,36000000,48000000,45000000,56000000,19200000,30750000,48000000,36000000,30125000,72000000,33000000,30000000,60000000,75000000,73000000,75000000,48000000,75000000,72000000,75000000,120000000,75000000,80000000,75000000,60000000,75000000,48000000,74970000,75000000
minimal_below_good_0|2375000000,1900000000,190000000,57000000,47500000,95000000,2375000000,142500000,90000000,45000000,90000000,2250000000,72000000,95000000,71250000,95000000,76000000,71250000,70000000,72000000,45000000,54000000,60000000,63000000,90000000,57000000,432000000,1900000000,2375000000,285000000,712500000,570000000,285000000,71250000,71000000,1900000000,71250000,71000000,76000000,71250000,75000000,95000000,66500000,142500000,570000000,76000000,71250000,71000000
minimal_below_good_8|200000000,100000000,50000000,200000000,150000000,50000000,200000000,50000000,100000000,50000000,75000000,73125000,70000000,200000000,155000000,200000000,75000000,200000000,50000000,150000000,100000000,50000000,75000000,150000000,75000000,200000000,140000000,200000000,75000000,73125000,75000000,73172250,75123510,75000000,76000000,70000000,75000000,200000000,75000000,100000000,75000000,200000000,230000000,200000000,210000000,200000000
minimal_below_good_16|36000000,120000000,60000000,120000000,48000000,42000000,72000000,74400000,60000000,72000000,48000000,100000000,120000000,105000000,48000000,72000000,78000000,72000000,54000000,60000000,72000000,71400000,77350000,72000000,70000000,69600000,70000000,72000000,78000000,70000000,72000000,85400000,71400000,72000000,78000000,72000000,74400000,75640000,74400000,72000000,70200000,71400000,72000000,71400000,63200000,72000000,69000000,74625000,75000000,72000000
minimal_below_good_24|30000000,25000000,50000000,60000000,37500000,31250000,30000000,36000000,42000000,40250000,35400000,60000000,58500000,40950000,29250000,46800000,40000000,40250000,57500000,28750000,30000000,34500000,46800000,36000000,54000000,60000000,40950000,35000000,40950000,41000000,46800000,58500000,40000000,35100000,75000000,34500000,40000000,24000000,40950000,41000000,75000000,41000000,40000000,40950000,25700000,58500000,30000000,75000000,41000000,25700000,36000000,40000000,60000000,75000000,40000000,30000000,75000000,30000000,40950000,41000000,40950000,40000000,40950000,41000000
minimal_below_good_32|165000000,80000000,100000000,64000000,86400000,64800000,80000000,90000000,74800000,90000000,78400000,68000000,100000000,76500000,67500000,90000000,80000000,68000000,75000000,63000000,74000000,74800000,85000000,98000000,70000000,90000000,75000000,78000000,85000000,74000000,75000000,85000000,68036000,72000000,68000000,72000000,50400000,72000000,75000000,72000000
minimal_below_good_40|805000000,487500000,292500000,487500000,292500000,195000000,485000000,194000000,145500000,485000000,487500000,490000000,487500000,488000000,487500000
minimal_below_good_48|120000000,92000000,100000000,50000000,81200000,63700000,120000000,110000000,88000000,77000000,89200000,72800000,94400000,70800000,76700000,88500000,74200000,86250000,69000000,74750000,75000000,70000000,77000000,70200000,87750000,80000000,77000000,75000000,74000000,75000000,77000000,75000000,78750000,0
minimal_below_good_56|36000000,45500000,36000000,37760000,37000000,36000000,37440000,39600000,37000000,37500000,36000000,37440000,37500000,37440000,36000000,42000000,35595000,36000000,36040000,38442560,36000000
