minimal_above_good_0|25000000,20000000,100000000,90000000,60000000,78000000,90000000,72000000,84000000,96000000,90000000,108000000,90000000,90750000,96000000,90000000,120000000,90000000,84000000,66000000,84000000,120000000,86400000,90000000,78000000,78960000,79000000,78000000,78650000,79000000,84700000,80000000,84000000,80000000,84000000,79618000,78650000,78000000,84000000,96000000,80000000,78000000,80000000,67155000,71390000,71995000,72600000,75020000,76100000,75300000
minimal_above_good_8|46000000,69000000,72000000,62800000,73200000,78000000,55200000,72762000,78000000,72000000,64200000,78000000,66000000,69600000,62950000,72000000,73000000,70000000,72000000,60000000,72000000,70000000,75400000,75000000,72300000,75312500,70000000,72000000,70000000,68000000,67350000,69350000,70000000,60000000,70000000,72000000,75000000,70000000,72000000,70000000,72000000,70000000,68000000,70000000,72000000
minimal_above_good_16|72000000,78000000,80000000,84000000,81250000,74750000,83300000,74970000,83300000,78000000,77350000,74970000,71400000,72000000,71400000,83300000,77350000,75600000,76800000,74970000,76160000,76000000,74970000,77350000,77000000,72000000,84000000,77350000,77000000,77350000
minimal_above_good_24|82500000,87750000,93600000,81900000,105000000,86040000,84900000,83889000,63600000,81900000,94770000,87771750,70000000,87000000,105000000,93000000,77300000,75800000,78050000,77800000,74600000,75800000,93600000,76000000,75800000,81800000,94793490,93600000,94770000,93600000,93000000,93600000,81900000,105000000,81000000,87750000,76000000,91282620,80000000,64100000,93600000,87750000,85000000,93600000,87750000,81900000,80000000,94793490,93600000,95200000,85000000,93600000,92430000,80000000,87771750,87750000,93600000,87750000,80000000,89250000,87750000,90558000,80000000,64100000,87750000,81900000,85000000,93600000,80000000,87500000,87780000,87750000
minimal_above_good_32|70000000,66500000,76000000,70000000,66500000,76000000,71250000,80000000,71250000,75750000,70700000,75750000,135000000,75000000,86000000,76850000,75250000,76000000,75000000,78000000,75000000,70000000,77000000,75000000,78000000,70000000,75000000,71250000,75000000
minimal_above_good_40|45500000,65000000,64000000,97500000,52000000,78000000,77000000,58500000,82500000,84000000,49000000,68000000,77000000,70000000,80500000,78000000,96000000,88000000,80000000,50000000,84000000,67200000,90000000,84000000,56000000,84000000,70000000,74750000,80000000,78500000,78000000,78200000,93500000,77000000,70000000,75600000,76325000,76000000,72000000,106801200,99801200,78200000,75900000,71280000,59400000,52800000,78200000,78210000,78500000,78000000,78200000,75900000,76000000,75900000,79200000,80190000,79200000,78200000,84700000,77000000,73000000,78200000,78000000,78200000
minimal_above_good_48|480000000,60000000,1200000000,240000000,216000000,180000000,72000000,300000000,144000000,72000000,78000000,180000000,960000000,124800000,129720000,130000000,120000000,72000000,180000000,217800000,145200000,180000000,240000000,180000000,240000000,144000000,180000000,168000000,180000000,166600000,216000000,180000000,100000000,180000000,181500000,180000000,181500000,169400000,180000000,242000000,121000000,100000000,1200000000,211750000,212000000,210000000,72000000,180000000,181500000,180000000,181500000,180000000,169400000,170000000,181500000,242000000,211750000,193600000,190000000,180000000,181500000,121000000,242000000,217800000,218000000,180000000,181500000
minimal_above_good_56|1350000000,90000000,80000000,64000000,135000000,80000000,72000000,90000000,92000000,73600000,138000000,144000000,96000000,108000000,96000000,90000000,117671025,108000000,90000000,900000000,135000000,90000000,94675000,113610000,108000000,135000000,90000000,135000000,145012500,145000000,96000000,100000000,96675000,116010000,90000000,108000000,113610000,114000000,100000000,142012500,94675000,113000000,142012500,142000000,94000000,142000000,94675000,113610000,114000000,113610000,108000000,113610000,94675000,95000000,114000000,113610000,90720000,92720000,100000000,114000000,110000000,114000000,100000000,113610000,94675000,113610000
minimal_below_good_4|41300000,60000000,96000000,40950000,41650000,120000000,50000000,60000000,72000000,78000000,72000000,84000000,60000000,72000000,65000000,72000000,58500000,60000000,72000000,75000000,96000000,60000000,42000000,48000000,42000000,45000000,60000000,72000000,48000000,76050000,70200000,96000000,60000000,72000000,48000000,72000000,58000000,70000000,81900000,60000000,96000000,66000000,60000000,84000000,60000000,75000000,60000000,54000000,84000000,96000000,72000000
minimal_below_good_12|180000000,58500000,117000000,70200000,117000000,66000000,100000000,93600000,70200000,70000000,115000000,69000000,115000000,117000000,70000000,115000000,76050000,73500000,117000000,58500000,72000000,120000000,74750000,70000000,67860000,70200000,76000000,74100000,88412000,75150200,70729600,70200000,72000000,70200000,70000000,70200000,117000000,88000000,75000000,74000000,74100000,74000000,75000000,74000000,73710000,74000000,72000000,50000000,100000000,75000000,70000000,70200000,69000000,70200000
minimal_below_good_20|116400000,97000000,116400000,77600000,90000000,76500000,90000000,100000000,92150000,85500000,90000000,85000000,85500000,86400000,90000000,92150000,92000000,116400000,90000000,96000000,81600000,90000000,89000000,85000000,90000000,92000000,92150000,92000000,76500000,90000000
minimal_below_good_28|96000000,95200000,95000000,70000000,96000000,90000000,77000000,96000000,108000000,90000000,87750000,88000000,76800000,77000000,95200000,89250000,70000000,90000000,94346400,95946400,96000000,83953100,77956450,60000000,96000000,95946400,95950000,96000000,93547740,96000000,95946400,89949750,95946400,96000000,95946400,93547740,95946400,96000000,95946400,93547740,95946400,96000000,95946400,95200000,95946400
minimal_below_good_36|37500000,80000000,90000000,108000000,90000000,110400000,13800000,138000000,72000000,90000000,139500000,90000000,108000000,135000000,90000000,92000000,73600000,92000000,90000000,92000000,110400000,82800000,90000000,103960000,90000000,92000000,90000000
minimal_below_good_44|10000000,20000000,30000000,40000000,23100000,11550000,11650000,10000000,22900000,19800000,24750000,9900000,14850000,21150000,20000000,19800000,20000000,22000000
minimal_below_good_52|363000000,300000000,330000000,345000000,230000000,300000000,411400000,350000000,468000000,351000000,350000000,409500000,410000000,374400000,375000000,377600000,375000000,312000000,310000000,292500000,324800000,325000000,353500000,303000000,300000000,320000000,300000000,304200000,304000000,305000000,200000000,250000000,300000000,400000000,350000000,353500000,350000000,323200000,320000000,350000000,354000000,350000000,150000000,350000000,357700000,360000000,300000000
