minimal_above_good_6|8400000,24000000,24800000,12400000,18600000,12400000,18000000,7440000,12400000,24800000,6200000,12000000,12400000,11000000,24800000,18600000,24800000,12400000,18600000,24800000,12400000,24800000,18600000,15000000,24800000,18600000,19000000,18000000,20000000,9300000,0,12400000,12000000,18600000,19000000,18600000,18000000,18600000,19000000,24800000,25000000,20000000,18000000,0
minimal_above_good_14|54000000,60000000,80000000,72000000,80750000,75000000,76000000,90000000,70000000,85000000,76500000,80750000,90000000,85000000,76000000,80000000,60000000,70000000,81000000,72000000,80000000,75000000,85000000,75000000,72000000,80000000,76000000,75000000,100000000,76000000,80000000,85000000,80000000,85000000,80000000,80750000,80000000,76000000,100000000,80000000,75000000,76000000,78000000,76000000,78000000,76925000,77000000,76000000,75000000,80000000,75000000,80000000,76000000,77000000,78000000,85000000,76000000,85000000,75000000,76000000,78000000,75000000,78000000,80000000
minimal_above_good_22|3450000000,600000000,50000000,600000000,60000000,3510000000,500000000,50000000,40000000,234000000,70200000,58500000,234000000,29250000,46800000,76050000,70200000,76000000,70000000,78975000,46800000,76000000,58500000,75000000,23400000,702000000,70200000,75000000,76000000,46800000,76050000,78800000,79000000,78800000,79000000,78800000,83200000,78800000,79000000,78800000,75000000,78800000
minimal_above_good_30|150000000,200000000,150000000,95000000,180000000,200000000,63000000,90000000,142500000,71000000,144400000,140000000,190000000,180000000,200000000,150000000,135000000,150000000,133000000,150000000,200000000,150000000,100000000,150000000,200000000,150000000,180000000,150000000,142500000,140000000,150000000,200000000,150000000,200000000,123500000,120000000,123000000,200000000,190000000,200000000,150000000,200000000,142500000,140000000,190000000,150000000,200000000,100000000,200000000,90000000,200000000,180000000,150000000,170000000,150000000,200000000,132300000,132000000,150000000,200000000,147000000,150000000,200000000,150000000,180000000,150000000
minimal_above_good_38|100000000,200000000,100000000,64000000,200000000,100000000,80000000,70000000,80000000,76000000,71250000,200000000,150000000,100000000,120000000,72000000,100000000,80000000,70000000,60000000,100000000,82875000,75075000,97500000,75000000,100000000,50000000,78000000,71125000,75075000,97500000,75000000,75460000,78720000,98400000,80000000,75000000,77000000,75768000,75845000,74607500,74860000,75277500,76337500,76000000,76752000,78720000,75768000,75816200,75768000
minimal_above_good_46|144000000,180000000,60000000,96000000,120000000,127000000,91560000,100400000,100000000,54000000,110000000,89250000,95625000,96000000,100000000,106800000,120000000,95000000,91580000,92000000,102000000,91200000,120000000,72000000,96000000,96400000,96000000,72000000,120000000,100000000,96000000,91500000,92000000,95000000,90000000,91200000,91000000,90000000,95000000,90000000,92000000,95000000,91200000,91000000,92000000,91000000,91560000,92000000,91560000,91600000,92000000,100000000,96000000
minimal_above_good_54|300000000,245000000,175000000,125000000,200000000,225000000,175000000,210000000,200000000,225000000,150000000,225000000
minimal_below_good_2|169500000,115000000,82500000,75000000,78000000,82500000,86250000,70000000,86000000,75500000,82500000
minimal_below_good_10|30000000,36000000,37500000,30000000,37500000,30000000,36000000,35000000,33000000,42000000,35000000,30000000,37500000,31250000,31000000,37500000,35000000,30000000,33800000,34000000,30000000,24000000,32400000,32000000,35000000,32000000
minimal_below_good_18|29250000,23000000,34500000,46000000,34500000,28750000,57500000,28750000,30000000,22000000,27000000,30000000,57500000,28750000,34500000,29000000,28750000,30000000,28750000,40250000,28750000,29250000,35100000,35000000,28750000,30000000,28750000,29250000,35100000,32175000,28750000,34500000,42000000,30000000,28750000,29000000,40250000,28750000
minimal_below_good_26|57500000,70000000,55000000,65175000,67545000,71100000,98000000,66000000,61950000,62000000,63450000,64000000,63990000,64000000
minimal_below_good_34|240000000,192000000,240000000,144000000,192000000,211200000,48000000,144000000,76800000,76000000,71250000,145000000,240000000,76800000,72000000,240000000,72000000,144000000,211200000,96000000,72000000,144000000,47500000,76000000,95000000,72000000,144000000,172800000,96000000,72750000,77600000,106700000,194000000,200000000,192000000,115200000,192000000,184608000,115200000,192000000
minimal_below_good_42|50000000,34500000,35000000,57500000,40250000,52500000,41650000,42000000,47600000,59500000,71400000,41600000,47600000,40950000,29250000,46800000,45000000,37000000,43050000,43000000,58500000,70000000,72000000,54000000,50000000,48000000,60000000,47600000,48000000,35700000,59500000,48000000,72000000,48000000,50000000,54000000,45000000,52650000,53000000,53450000,53500000,50000000,53000000,54000000,55000000,53000000,50000000,44460000,46800000,50000000,49980000,50000000,53550000,53500000,53000000,55000000,53000000,50000000,52000000,35100000,48500000,49000000,36000000,54000000
minimal_below_good_50|50000000,40000000,80000000,70000000,72300000,60000000,100000000,60000000,75000000,70000000,80000000,60000000,75000000,65000000,70000000,77000000,66000000,77000000,70000000,75000000,75750000,65000000,70000000,75000000,70000000,65000000,71500000,77000000,71500000,72000000,70000000
minimal_below_good_58|120000000,50000000,100000000,72000000,70000000,60000000,70200000,93600000,70000000,79200000,73200000,97600000,72000000,76200000,75000000,70000000,65000000,73000000,70000000,65000000,70000000
