minimal_above_good_3|17550000,17700000,29250000,23400000,17550000,21800000,17550000,23400000,43290000,72000000,20000000,76050000,17550000,29250000,40950000,20000000,31590000,20000000,23400000,70200000,58500000,29000000,17550000,23400000,58500000,87000000,87750000,76000000,76050000,58500000,70200000,76000000,75000000,76000000,75000000,75000001,75000000,75000001,75000000,76000000
minimal_above_good_11|140000000,96800000,90000000,76050000,85000000,87750000,88000000,87750000,80000000,82000000,82250000,78000000,77350000,77000000,68500000,87500000,85000000,84000000,80000000,82250000,82000000,82500000,74675000,90750000,82500000,83000000,84000000,85000000,88000000,80000000,76375000,82250000,82000000,58500000,82000000
minimal_above_good_19|106575000,88200000,73500000,88200000,80850000,102900000,73500000,110250000,109215000,94000000,88200000
minimal_above_good_27|66000000,70500000,69035000,74025000,68047500,75000000,75200000,75000000
minimal_above_good_35|18000000,30000000,18000000,45000000,22200000,18000000,16500000,55200000,18000000,48000000,18000000,70000000,36000000,54000000,50000000,60000000,18000000,58500000,75000000,18000000,70200000,72000000,70000000,18000000,75000000,58500000,60000000,75000000,72000000,18000000,36000000,24000000,20000000,18000000,75000000
minimal_above_good_43|90000000,95000000,61750000,63000000,75000000,76500000,77600000,75000000,85500000,52250000,76000000,77600000,82450000,77600000,97000000,75175000,75660000,77600000,76000000,75660000
minimal_above_good_51|2340000000,2925000000,2340000000,2935275000,2348220000,2900000000,292000000,117000000,175500000,176116500,76000000,58500000,70000000,87750000,88058250,93600000,81900000,117000000,117411000,89000000,93600000,89000000,70000000
minimal_above_good_59|35000000,50000000,120000000,29700000,54180000,90000000,75000000,70800000,75000000,75000001,75000000,76000000
minimal_below_good_7|2000000000,97500000,300000000,100000000,48750000,97500000,22912500,341250000,146250000,243750000,126750000,73125000,75562500,97500000,73125000,200000000,300000000,700000000,50000000,75000000,195000000,73125000,50000000,75000000,73125000,200000000,100000000,75000000,100000000,73125000,121875000,75075000,73125000,100000000,165000000,50000000,97500000,73125000,73000000,253000000,124000000,62000000,100000000,70000000,146250000,48750000,75000000,100000000,75000000,70000000,73000000,73125000,73000000,73125000
minimal_below_good_15|65000000,62500000,58750000,72000000,65725000,71700000,62737500,66000000,58750000,71500000,65175000,65625000,64625000,65000000,70500000,65725000,66000000,68750000,62275000,70000000,67000000,56400000,66080000,56404000,65725000,66000000,70000000,66000000,70000000,68000000,65725000,66000000,65725000,66000000,68000000,66000000
minimal_below_good_23|153000000,92000000,99000000,91000000,77860000,82800000,86682400,83168000,73920000,92400000,73600000,70000000,73600000,71800000,72000000,75000000,72000000,73600000,74500000,73920000,83160000,74000000,75000000,74500000,73920000,74000000,74500000,75000000,74000000,75000000,73600000,74000000,73600000,74000000
minimal_below_good_31|30000000,35100000,48000000,52000000,65000000,32500000,24000000,27000000,26775000,41650000,35700000,23800000,29750000,63000000,70200000,70000000,70200000,70000000,46800000,58500000,35100000,40950000,48000000,50000000,48000000,32760000,35100000,46800000,35000000,40000000,34500000,57500000,46800000,47000000,50000000,40000000
minimal_below_good_39|145500000,174600000,162000000,157455000,174000000,171000000,135000000,157500000,152250000,60900000,87000000,108000000,145644000,105875000,87500000,131250000,143500000,97972000,108747520,97972000,105000000,91875000,86625000,98361375,81000000,108000000,105000000,131250000,87500000,104970000,97096000,100000000,104970000,105000000,98000000,87386400,105000000,87500000,87337500,98000000,97972000,98000000,87300050,85725500,90970000,87500000,83101250,87500000,86625000,87325000,81000000,98000000,97000000,96250000,97000000,97972000,87475000,90000000,87500000,90000000,100000000,87300000,90000000,87500000
minimal_below_good_47|5000000,5500000,6000000,5000000,4520000,6000000,5500000,4000000,5000000
minimal_below_good_55|15000000,15625000,24600000,60000000,22440000,24000000,36000000,24000000,42000000,36000000,24000000,21054000,24000000,12000000,21000000,36000000,60500000,21175000,48000000,21000000,36000000,30000000,36000000,60000000,24000000,30000000,24000000,36000000,21000000,60000000,60581500,75726875,82000000,49500000,21000000,48000000,50000000,48000000,20880000,21000000,22800000,23000000,22800000,23000000,12000000,18000000,30000000,40000000,48000000
